ip,device
75609,3
75611,6
75615,5
75617,46
75628,30
75629,32
75631,2
75632,7
75633,2
75634,316
75637,9
75638,12
75640,8
75642,3
75644,44
75650,13
75651,40
75653,1
75654,2
75657,6
75665,5
75670,47
75672,2
75674,6
75675,3
75676,2
75683,16
75684,33
75685,2
75693,5
75696,4
75700,8
75713,4
75722,1
75727,26
75728,7
75745,14
75748,4
75754,42
75755,1
75765,13
75767,3
75768,3
75770,7
75774,8
75777,15
75782,2
75786,42
75788,7
75794,33
75795,4
75796,6
75799,3
75802,1
75804,4
75807,19
75808,3
75813,14
75825,36
75826,7
75830,27
75834,2
75836,2
75843,8
75844,12
75847,2
75848,11
75854,5
75856,10
75858,39
75865,36
75866,3
75868,9
75871,7
75872,1
75873,18
75880,1
75881,6
75884,6
75885,64
75886,5
75895,10
75897,14
75898,11
75899,57
75904,5
75910,1
75912,15
75919,2
75921,1
75922,11
75923,11
75924,2
75926,11
75927,9
75931,22
75933,1
75936,2
75939,4
75942,1
75943,9
75946,2
75947,4
75951,2
75952,8
75957,12
75959,8
75969,2
75975,2
75979,10
75980,3
75982,13
75990,8
75991,10
75994,12
75998,13
76003,9
76004,4
76006,3
76009,5
76010,4
76012,9
76022,32
76027,12
76031,2
76038,8
76040,11
76045,11
76047,5
76048,1
76050,7
76054,4
76056,24
76060,15
76066,3
76068,1
76069,2
76071,1
76080,7
76084,3
76085,3
76094,2
76103,7
76106,1
76109,3
76115,1
76117,3
76122,3
76130,11
76131,4
76135,6
76136,9
76137,2
76141,6
76153,2
76155,1
76161,1
76163,11
76164,3
76165,12
76167,7
76171,6
76178,14
76180,3
76181,17
76182,2
76184,1
76185,1
76186,0
76187,4
76193,1
76195,1
76199,7
76204,9
76211,60
76217,14
76221,1
76243,9
76244,1
76255,6
76257,2
76278,18
76281,3
76283,1
76295,7
76296,5
76298,2
76302,2
76307,1
76320,14
76323,2
76325,3
76330,8
76333,11
76339,12
76340,3
76341,4
76343,16
76348,1
76350,13
76353,2
76355,9
76366,5
76374,19
76377,2
76379,3
76389,14
76396,8
76398,4
76413,6
76420,15
76430,6
76433,9
76438,2
76439,9
76440,8
76444,3
76445,5
76453,13
76454,4
76457,5
76460,7
76462,4
76467,1
76468,18
76471,14
76472,5
76473,13
76482,17
76488,2
76493,6
76498,13
76503,6
76504,1
76508,3
76512,1
76517,26
76521,14
76522,2
76524,1
76529,9
76531,8
76532,10
76533,3
76540,13
76541,10
76546,15
76551,1
76554,3
76555,4
76560,18
76561,3
76563,7
76564,13
76565,8
76571,7
76575,23
76580,1
76586,9
76592,6
76609,7
76610,1
76612,14
76613,5
76616,10
76617,1
76619,3
76627,1
76636,3
76637,13
76641,5
76646,13
76647,11
76648,2
76655,5
76660,2
76662,12
76663,9
76666,1
76668,22
76673,6
76677,3
76679,10
76681,29
76683,12
76687,47
76689,8
76691,1
76697,17
76707,15
76708,5
76710,23
76712,2
76716,1
76718,37
76727,14
76732,1
76736,16
76740,15
76741,16
76743,4
76744,42
76745,38
76748,4
76749,11
76759,5
76761,13
76764,6
76765,18
76769,4
76770,5
76772,33
76780,18
76788,52
76791,7
76792,8
76794,3
76796,7
76797,4
76800,31
76802,12
76803,15
76811,57
76812,10
76817,7
76818,5
76819,12
76822,36
76827,17
76833,16
76837,10
76845,12
76848,7
76853,34
76855,91
76856,7
76860,5
76867,8
76872,14
76877,7
76880,10
76883,43
76884,8
76885,114
76886,5
76900,37
76910,2
76911,18
76917,6
76919,113
76921,6
76926,1
76932,48
76937,3
76944,9
76945,7
76953,4
76962,12
76966,56
76969,3
76972,1
76973,8
76974,1
76979,4
76981,5
76986,2
76987,10
76989,41
76999,2
77002,10
77004,5
77013,7
77014,6
77016,10
77024,7
77025,1
77029,55
77032,4
77035,16
77037,15
77041,42
77047,7
77048,358
77050,9
77051,11
77055,7
77061,7
77063,2
77065,50
77070,5
77074,2
77077,6
77081,33
77083,7
77085,111
77088,16
77091,13
77097,5
77099,19
77102,5
77103,10
77104,8
77107,49
77108,19
77111,6
77112,16
77117,6
77125,11
77126,7
77127,8
77128,48
77137,2
77144,3
77147,12
77148,51
77150,2
77155,12
77159,2
77175,2
77182,6
77183,48
77184,6
77186,13
77188,5
77203,1
77207,6
77209,7
77213,9
77214,6
77216,9
77219,9
77220,2
77233,52
77237,13
77239,1
77240,5
77243,6
77246,15
77247,11
77255,5
77257,60
77258,1
77264,7
77266,48
77271,1
77273,3
77275,19
77276,1
77277,8
77282,12
77285,59
77294,29
77295,48
77299,1
77305,14
77306,8
77307,2
77310,8
77312,5
77314,12
77318,59
77322,6
77324,1
77325,13
77328,47
77331,2
77332,3
77333,1
77335,9
77345,18
77346,7
77351,7
77352,2
77355,55
77356,10
77358,10
77361,44
77363,4
77368,7
77370,1
77379,7
77385,2
77391,56
77395,1
77399,9
77400,5
77403,43
77404,1
77406,22
77407,11
77415,5
77416,5
77420,18
77427,1
77429,9
77430,6
77436,1
77437,34
77441,5
77442,8
77445,6
77454,8
77457,11
77461,4
77462,21
77464,2
77466,1
77467,2
77468,41
77473,1
77475,9
77476,4
77481,2
77485,6
77489,1
77494,40
77499,12
77500,12
77507,4
77509,7
77513,1
77516,6
77517,2
77518,1
77523,49
77529,9
77532,7
77535,1
77536,8
77537,5
77538,2
77540,3
77543,3
77544,1
77546,2
77548,5
77550,6
77551,6
77553,9
77555,1
77556,2
77563,71
77565,12
77567,6
77569,3
77572,12
77574,1
77576,13
77577,3
77579,4
77580,8
77582,58
77585,3
77586,2
77587,8
77589,9
77594,8
77600,5
77606,17
77609,8
77610,40
77611,5
77612,12
77614,5
77616,11
77619,1
77621,8
77623,13
77626,64
77627,6
77628,10
77632,10
77639,3
77644,18
77646,1
77648,6
77652,1
77655,42
77658,4
77659,10
77666,3
77668,2
77674,13
77698,11
77703,61
77711,5
77719,2
77721,3
77727,2
77728,14
77730,46
77731,9
77732,9
77733,5
77746,7
77748,8
77752,1
77755,3
77756,12
77759,4
77761,9
77763,60
77765,10
77766,10
77768,8
77769,9
77772,56
77775,10
77779,3
77782,3
77785,2
77789,12
77790,5
77792,51
77796,6
77799,3
77803,5
77809,36
77812,1
77813,4
77819,9
77821,18
77825,10
77826,5
77833,1
77840,50
77842,1
77843,2
77844,3
77849,1
77850,1
77852,7
77853,13
77854,1
77866,45
77867,4
77868,2
77869,5
77872,3
77879,2
77883,1
77884,7
77891,1
77895,3
77896,8
77899,2
77900,4
77901,8
77906,8
77910,2
77912,4
77913,8
77914,16
77918,9
77936,12
77937,6
77940,13
77943,11
77949,38
77950,3
77951,1
77953,2
77958,3
77968,10
77969,8
77970,14
77979,4
77980,14
77982,2
77983,17
77988,2
77999,4
78000,4
78009,4
78017,2
78021,8
78022,13
78025,16
78036,1
78040,2
78041,1
78043,4
78051,1
78058,4
78068,20
78073,8
78075,1
78078,3
78084,6
78085,9
78089,3
78090,7
78093,9
78095,4
78097,5
78100,1
78103,3
78105,2
78108,9
78110,1
78117,1
78119,4
78120,12
78124,15
78133,6
78136,5
78139,5
78143,1
78144,9
78145,9
78150,14
78155,1
78157,6
78160,1
78166,3
78167,5
78168,6
78171,1
78173,17
78174,5
78186,8
78189,1
78190,7
78199,21
78214,6
78223,18
78225,2
78233,1
78243,22
78245,10
78252,11
78262,4
78265,12
78272,16
78275,3
78278,2
78281,2
78289,16
78290,2
78293,1
78302,2
78305,13
78319,1
78323,2
78329,11
78330,22
78332,2
78336,3
78339,2
78347,5
78349,1
78353,21
78355,9
78366,15
78367,1
78374,3
78377,20
78381,9
78390,12
78394,2
78397,17
78416,15
78420,37
78422,6
78423,15
78426,9
78446,31
78447,9
78449,2
78450,24
78452,6
78455,1
78467,6
78468,3
78472,13
78473,12
78476,2
78477,29
78478,22
78479,1
78481,2
78482,14
78484,4
78491,3
78492,13
78493,7
78498,1
78500,48
78504,25
78506,13
78507,17
78512,9
78513,1
78515,2
78524,7
78526,22
78529,30
78531,2
78542,1
78544,4
78553,21
78557,7
78559,8
78564,29
78565,2
78570,1
78571,3
78574,29
78580,2
78585,10
78587,2
78593,8
78599,25
78600,27
78601,12
78607,3
78615,1
78616,39
78620,3
78621,13
78622,13
78627,7
78632,4
78638,6
78644,3
78645,3
78646,35
78648,30
78655,4
78666,5
78672,37
78673,3
78678,7
78698,15
78702,4
78704,1
78707,27
78708,9
78709,3
78716,15
78719,4
78724,6
78725,3
78728,2
78730,3
78735,1
78736,1
78739,11
78741,8
78744,2
78754,12
78757,1
78758,8
78761,11
78763,3
78772,11
78776,9
78777,1
78778,9
78784,18
78787,24
78788,8
78789,7
78790,2
78796,26
78797,2
78801,37
78805,7
78809,26
78817,7
78818,10
78827,13
78829,8
78833,45
78835,3
78837,3
78838,2
78842,1
78844,1
78846,4
78851,15
78853,8
78856,26
78857,7
78864,2
78869,3
78874,2
78876,16
78878,2
78879,14
78880,27
78881,24
78882,13
78888,5
78893,4
78895,7
78896,30
78898,1
78899,11
78901,10
78903,21
78905,20
78907,11
78910,31
78911,31
78918,3
78921,4
78926,6
78927,9
78928,40
78929,12
78939,28
78942,2
78943,25
78945,5
78948,2
78950,1
78955,8
78956,1
78957,8
78959,39
78960,11
78961,10
78963,6
78966,5
78969,1
78974,6
78977,1
78981,27
78982,1
78983,1
78984,13
78990,34
78992,17
78993,12
78995,2
78998,4
79001,1
79012,24
79015,6
79017,1
79019,11
79021,3
79023,2
79024,10
79025,17
79027,3
79042,1
79044,11
79045,5
79047,2
79049,27
79051,6
79054,9
79055,4
79057,4
79063,5
79065,2
79066,27
79070,7
79075,12
79082,3
79090,5
79091,3
79092,13
79095,18
79098,6
79103,19
79108,6
79113,7
79120,1
79121,20
79123,2
79125,6
79129,7
79130,2
79131,1
79138,3
79139,4
79140,8
79141,2
79146,7
79153,5
79155,6
79157,27
79160,3
79163,1
79165,1
79166,6
79172,3
79176,35
79177,3
79179,1
79180,3
79182,22
79183,2
79184,9
79187,2
79190,1
79192,1
79197,10
79205,31
79207,5
79213,14
79214,9
79219,6
79220,2
79226,9
79232,1
79235,1
79237,29
79238,3
79240,15
79255,3
79257,4
79258,7
79271,30
79277,1
79281,17
79300,35
79308,8
79313,2
79316,9
79318,1
79331,4
79332,17
79338,6
79351,1
79352,13
79353,3
79354,5
79370,3
79372,4
79384,5
79386,2
79389,2
79396,7
79398,1
79410,8
79416,1
79421,3
79425,6
79426,2
79433,9
79435,4
79436,1
79437,8
79448,2
79456,14
79458,1
79474,8
79477,3
79478,4
79479,1
79491,2
79503,6
79514,1
79520,5
79527,3
79528,10
79529,12
79534,5
79536,3
79539,17
79555,7
79561,1
79564,1
79570,6
79576,3
79582,6
79583,1
79585,4
79593,12
79607,8
79614,32
79616,17
79620,3
79622,5
79631,11
79640,3
79657,2
79659,3
79662,7
79663,2
79666,63
79667,10
79671,16
79673,15
79676,3
79678,17
79681,2
79686,4
79687,4
79688,6
79691,1
79692,26
79693,3
79700,17
79702,8
79704,3
79707,6
79713,3
79715,6
79718,38
79719,2
79720,2
79723,3
79724,16
79726,4
79731,9
79734,5
79737,8
79738,5
79740,12
79745,59
79751,6
79756,12
79757,2
79769,12
79771,51
79772,2
79776,2
79779,13
79780,2
79786,3
79787,55
79788,11
79795,1
79799,8
79800,7
79804,4
79806,2
79808,19
79809,1
79815,4
79821,5
79823,5
79824,2
79827,328
79828,3
79831,3
79834,1
79835,15
79839,2
79841,1
79845,2
79848,3
79851,8
79854,6
79857,426
79860,9
79868,8
79874,11
79875,9
79876,1
79877,7
79881,339
79885,1
79889,1
79890,2
79892,10
79894,5
79901,19
79902,5
79905,3
79906,9
79909,369
79916,15
79919,2
79921,5
79925,15
79926,3
79927,13
79928,9
79932,2
79937,2
79939,9
79941,1
79942,7
79948,9
79950,10
79956,8
79962,2
79970,8
79971,1
79973,29
79979,19
79981,13
79982,4
79990,5
80000,30
80002,24
80004,3
80006,12
80007,1
80012,6
80023,8
80026,30
80029,3
80034,3
80035,4
80036,3
80037,4
80046,10
80048,5
80049,7
80051,20
80053,1
80058,76
80059,3
80070,1
80075,2
80080,33
80081,3
80084,3
80088,5
80096,7
80101,14
80106,1
80110,3
80114,23
80119,7
80120,1
80121,5
80124,4
80134,5
80135,1
80136,13
80140,35
80142,26
80147,6
80153,2
80155,4
80162,4
80163,37
80166,22
80167,9
80170,9
80177,6
80180,4
80181,1
80183,1
80185,3
80187,2
80188,31
80192,11
80193,20
80195,43
80209,3
80212,8
80218,3
80219,30
80220,6
80223,7
80225,17
80228,36
80233,8
80234,6
80236,1
80241,2
80244,4
80245,20
80248,31
80249,1
80257,6
80259,9
80268,3
80272,26
80273,8
80275,34
80277,5
80282,4
80286,1
80288,10
80292,3
80293,7
80299,5
80300,6
80301,1
80305,27
80306,38
80307,2
80311,9
80314,2
80316,20
80318,8
80324,5
80327,4
80328,5
80331,24
80332,21
80335,46
80336,3
80344,2
80348,5
80356,49
80357,9
80360,9
80368,29
80369,6
80372,28
80375,12
80377,1
80379,9
80384,20
80388,37
80389,12
80395,2
80398,29
80402,34
80405,14
80409,10
80410,7
80413,24
80416,36
80417,3
80418,9
80424,10
80428,21
80431,34
80432,10
80436,1
80437,26
80438,14
80439,1
80444,6
80446,33
80447,19
80448,1
80450,6
80455,24
80458,25
80459,5
80465,1
80466,32
80468,3
80476,45
80478,7
80482,15
80484,3
80485,15
80487,5
80488,9
80494,16
80495,1
80499,4
80510,14
80518,6
80521,7
80522,26
80526,3
80527,4
80528,7
80530,2
80532,37
80533,6
80537,3
80539,34
80542,5
80547,4
80550,1
80555,1
80558,9
80559,3
80560,42
80561,7
80565,1
80568,1
80571,5
80582,7
80591,2
80592,1
80595,3
80598,12
80600,1
80602,7
80605,91
80609,2
80617,1
80622,4
80631,8
80634,106
80636,1
80639,5
80644,2
80647,9
80648,2
80655,9
80660,88
80665,5
80672,1
80675,6
80676,60
80681,2
80682,5
80686,12
80689,3
80690,4
80695,2
80697,6
80700,2
80703,22
80705,9
80707,6
80712,10
80717,3
80721,3
80723,6
80726,7
80728,3
80735,1
80736,5
80740,14
80743,7
80746,3
80748,14
80755,10
80760,2
80762,6
80770,6
80781,3
80788,2
80791,2
80799,4
80806,12
80808,4
80810,9
80813,22
80827,66
80833,7
80835,5
80838,1
80839,2
80843,1
80849,5
80862,7
80867,9
80871,6
80877,1
80882,9
80886,7
80888,9
80890,10
80893,3
80900,8
80908,17
80919,8
80926,14
80935,17
80949,8
80974,8
80975,14
80985,2
80987,21
80992,13
80993,9
80995,21
80999,2
81000,7
81001,6
81006,6
81009,23
81012,4
81013,20
81020,13
81030,12
81060,8
81068,24
81070,4
81076,17
81079,29
81082,9
81085,3
81097,22
81100,4
81102,9
81104,9
81106,3
81107,8
81121,21
81124,4
81125,3
81138,23
81150,7
81158,1
81159,9
81161,4
81167,29
81170,10
81173,10
81175,7
81184,7
81187,32
81195,7
81199,15
81201,10
81211,23
81220,8
81226,7
81228,8
81229,8
81239,38
81245,12
81252,3
81253,18
81261,38
81263,11
81275,12
81282,8
81283,8
81285,32
81287,9
81290,1
81300,5
81304,4
81312,1
81315,3
81319,24
81320,9
81325,14
81327,4
81329,11
81331,2
81341,27
81347,7
81350,10
81353,1
81354,5
81356,35
81363,4
81372,26
81374,10
81377,12
81380,2
81381,3
81386,3
81391,5
81398,34
81401,2
81402,9
81404,13
81408,2
81412,27
81415,3
81416,36
81417,7
81419,87
81423,11
81424,5
81425,4
81428,26
81429,8
81435,9
81439,14
81443,4
81445,3
81447,23
81448,4
81449,6
81450,8
81453,44
81456,15
81458,7
81459,2
81463,8
81468,9
81469,9
81476,36
81478,1
81480,5
81482,5
81484,9
81489,14
81501,44
81502,19
81507,1
81508,26
81510,4
81513,95
81514,54
81518,7
81520,6
81522,60
81523,1
81524,9
81525,1
81526,13
81535,2
81541,37
81543,6
81545,17
81548,36
81549,13
81550,97
81552,5
81556,6
81566,3
81571,48
81572,13
81574,11
81577,12
81578,1
81582,5
81586,3
81587,15
81595,6
81598,20
81599,1
81606,52
81607,5
81610,8
81612,7
81613,28
81614,12
81618,6
81620,5
81624,13
81625,2
81629,38
81632,5
81634,22
81639,3
81642,2
81643,51
81644,1
81646,9
81648,12
81651,15
81653,4
81654,9
81662,49
81667,16
81672,2
81674,53
81675,4
81678,2
81683,26
81685,25
81689,10
81694,8
81695,10
81696,3
81698,50
81699,11
81710,2
81714,18
81715,2
81717,19
81720,5
81721,32
81725,23
81728,6
81729,10
81731,5
81736,44
81737,21
81744,2
81753,5
81761,2
81763,14
81767,8
81768,13
81776,45
81779,16
81781,1
81786,4
81787,10
81788,5
81792,47
81799,1
81800,1
81802,1
81805,4
81807,35
81808,8
81812,60
81814,2
81816,5
81817,8
81821,2
81824,7
81827,1
81829,6
81834,39
81837,91
81839,4
81846,38
81851,8
81857,4
81859,43
81863,82
81864,10
81876,54
81880,4
81881,3
81883,5
81887,1
81893,6
81894,1
81895,49
81896,88
81897,14
81898,8
81906,3
81909,11
81911,3
81914,3
81919,7
81922,60
81935,80
81936,17
81937,40
81939,5
81945,1
81946,21
81947,3
81949,9
81952,3
81955,9
81959,8
81961,4
81968,7
81970,24
81971,5
81973,35
81976,14
81980,20
81981,47
81982,2
81983,2
81984,7
81989,1
81997,3
82002,4
82007,2
82011,23
82012,30
82013,11
82015,5
82017,4
82018,8
82021,1
82022,3
82024,4
82027,2
82035,3
82038,13
82039,57
82041,3
82044,1
82045,13
82049,6
82050,14
82054,3
82056,3
82059,6
82062,2
82066,4
82068,25
82069,6
82071,2
82076,9
82077,7
82092,1
82097,5
82098,12
82100,25
82104,2
82108,7
82114,5
82126,2
82129,6
82133,5
82136,6
82137,11
82139,8
82142,3
82150,16
82156,8
82158,1
82161,25
82167,2
82168,11
82170,12
82171,4
82174,4
82177,4
82186,8
82190,1
82192,8
82195,6
82207,6
82209,3
82211,2
82212,7
82214,6
82216,1
82219,1
82220,4
82224,1
82231,1
82234,5
82239,6
82240,13
82242,5
82253,2
82254,1
82255,1
82256,3
82264,16
82265,45
82268,5
82270,4
82275,1
82280,4
82282,3
82284,35
82287,39
82290,1
82293,2
82325,1
82329,11
82347,2
82358,6
82361,2
82362,5
82363,14
82364,1
82378,4
82385,5
82394,21
82396,2
82397,19
82406,1
82407,1
82410,11
82413,1
82418,2
82425,1
82426,11
82427,64
82444,18
82447,3
82449,66
82452,3
82454,1
82456,17
82460,2
82472,15
82482,2
82485,1
82486,3
82488,1
82489,4
82500,1
82501,5
82502,17
82520,1
82522,4
82530,14
82539,1
82541,11
82544,4
82554,2
82557,4
82561,1
82584,2
82588,2
82594,15
82601,6
82609,1
82612,2
82613,1
82614,11
82615,15
82618,8
82619,2
82627,13
82631,8
82632,1
82637,4
82639,2
82640,11
82646,1
82650,9
82663,1
82675,8
82682,17
82691,9
82704,5
82705,1
82708,2
82709,3
82716,4
82718,12
82722,12
82726,8
82742,22
82752,1
82754,9
82755,30
82760,1
82761,2
82763,1
82767,4
82768,4
82769,4
82774,3
82780,9
82781,23
82797,2
82798,2
82802,3
82803,11
82812,11
82813,10
82816,95
82821,4
82825,5
82830,3
82833,9
82841,14
82842,1
82843,117
82846,9
82848,3
82849,1
82850,7
82856,6
82858,3
82865,26
82866,3
82869,12
82870,7
82876,8
82886,2
82888,1
82893,20
82915,7
82917,17
82921,1
82927,18
82941,9
82943,22
82947,6
82949,5
82956,24
82957,2
82964,56
82968,2
82971,19
82972,2
82973,2
82987,3
82988,4
82997,1
83000,24
83002,2
83008,2
83015,28
83018,20
83025,10
83026,1
83028,1
83034,7
83045,32
83052,15
83057,3
83059,1
83061,3
83069,20
83074,7
83075,1
83077,19
83085,4
83087,1
83088,1
83090,12
83095,2
83097,1
83098,19
83109,4
83111,15
83114,2
83115,6
83127,32
83130,2
83132,23
83140,15
83146,1
83149,1
83152,2
83157,4
83158,5
83161,9
83166,16
83169,1
83171,3
83182,6
83184,1
83194,19
83200,2
83206,63
83209,2
83213,21
83230,80
83233,3
83238,33
83244,5
83252,49
83256,5
83257,9
83260,25
83262,15
83263,3
83268,15
83269,5
83276,1
83277,3
83280,72
83283,4
83285,20
83288,15
83293,8
83294,3
83297,2
83301,1
83302,2
83306,67
83309,4
83310,6
83311,18
83315,9
83317,5
83318,1
83321,20
83338,2
83340,53
83344,13
83348,16
83351,10
83353,10
83356,3
83360,5
83361,5
83366,69
83372,12
83375,11
83379,10
83388,54
83391,14
83393,12
83401,1
83410,5
83420,14
83422,1
83427,7
83429,39
83430,5
83432,11
83442,3
83449,7
83451,3
83453,11
83455,5
83461,40
83462,5
83466,16
83468,10
83472,8
83473,4
83481,18
83485,1
83488,35
83491,11
83494,8
83500,6
83501,8
83509,37
83511,6
83514,4
83520,2
83524,5
83525,2
83535,47
83536,3
83541,26
83543,4
83553,1
83557,5
83561,41
83568,6
83570,4
83576,25
83578,4
83584,69
83591,9
83593,7
83594,37
83595,29
83596,1
83597,6
83599,1
83600,9
83602,3
83604,29
83607,5
83614,73
83616,37
83618,6
83624,3
83628,7
83631,37
83635,3
83636,3
83639,28
83641,14
83643,6
83646,8
83651,6
83659,36
83660,26
83662,5
83667,1
83668,7
83675,7
83676,23
83678,7
83684,1
83688,5
83689,8
83690,43
83692,2
83694,10
83695,8
83699,27
83700,2
83701,2
83703,9
83704,5
83705,30
83706,6
83707,1
83713,10
83714,14
83719,7
83723,40
83729,6
83730,29
83735,9
83740,7
83741,6
83742,8
83743,5
83751,5
83754,29
83756,2
83757,6
83760,2
83762,3
83763,13
83764,27
83766,3
83770,5
83774,5
83775,2
83776,1
83782,3
83785,5
83794,14
83795,17
83797,8
83802,12
83803,14
83804,2
83809,3
83813,4
83814,1
83815,11
83819,5
83824,34
83825,2
83828,2
83830,7
83839,21
83840,5
83849,2
83854,1
83859,11
83860,6
83864,7
83865,2
83866,16
83867,4
83871,6
83873,3
83880,20
83883,8
83886,26
83894,9
83895,10
83896,9
83897,1
83906,6
83909,7
83910,1
83913,6
83915,10
83917,27
83923,1
83925,18
83926,5
83928,4
83931,5
83936,3
83938,6
83942,2
83943,6
83946,7
83956,2
83957,8
83958,8
83959,2
83961,1
83962,9
83963,17
83974,5
83979,3
83992,9
83996,18
83997,2
84003,8
84004,6
84005,2
84006,4
84007,6
84008,2
84015,2
84020,1
84036,3
84037,2
84040,7
84057,3
84065,10
84067,10
84069,11
84072,7
84075,7
84076,6
84079,3
84082,2
84085,1
84087,2
84091,5
84092,3
84094,20
84101,4
84105,10
84107,7
84112,1
84119,5
84122,13
84125,5
84126,2
84132,2
84133,18
84134,10
84140,2
84148,8
84149,3
84156,2
84159,6
84161,1
84165,2
84168,8
84170,3
84171,1
84174,1
84177,4
84178,7
84181,13
84182,8
84185,4
84188,5
84196,12
84197,13
84205,13
84210,1
84213,3
84215,10
84216,5
84226,5
84228,23
84240,8
84250,1
84251,8
84256,13
84257,6
84264,11
84265,15
84268,8
84272,1
84275,8
84276,11
84283,6
84287,1
84288,11
84293,2
84296,3
84297,9
84301,16
84306,9
84308,4
84315,2
84321,9
84322,1
84323,1
84329,14
84330,1
84336,13
84339,2
84344,7
84345,4
84346,1
84350,1
84351,8
84352,2
84353,11
84354,4
84361,4
84362,6
84363,5
84378,8
84380,7
84381,1
84383,12
84384,3
84388,18
84390,27
84395,4
84396,14
84405,15
84406,3
84410,12
84414,15
84417,28
84419,2
84420,2
84422,1
84428,28
84431,5
84432,2
84433,14
84434,10
84435,5
84437,1
84439,4
84440,1
84442,16
84443,3
84445,25
84447,2
84448,3
84450,14
84453,16
84457,5
84460,13
84464,21
84466,5
84475,17
84476,2
84477,2
84480,6
84488,12
84490,20
84492,4
84494,5
84499,20
84503,8
84504,3
84510,1
84511,6
84514,10
84516,2
84519,4
84521,16
84525,1
84530,2
84543,11
84553,3
84561,7
84564,31
84568,10
84576,3
84581,3
84587,35
84594,4
84596,12
84610,27
84612,20
84614,2
84615,5
84618,13
84627,7
84632,2
84634,29
84635,18
84640,8
84644,179
84652,4
84656,37
84658,1
84659,1
84660,7
84661,23
84665,6
84671,3
84679,1
84680,30
84684,4
84685,4
84687,16
84696,9
84697,14
84700,1
84701,15
84703,34
84706,8
84707,6
84712,3
84716,3
84724,1
84725,17
84728,29
84729,2
84735,6
84736,16
84740,14
84749,6
84757,1
84758,15
84763,2
84769,3
84770,16
84774,165
84782,1
84788,4
84792,2
84793,24
84794,19
84798,5
84808,3
84809,11
84810,2
84812,22
84814,4
84817,16
84819,4
84831,12
84835,4
84836,14
84841,1
84846,11
84847,4
84849,7
84850,3
84859,2
84860,11
84863,3
84866,11
84869,12
84870,35
84872,30
84876,9
84885,3
84888,36
84895,4
84896,436
84900,22
84901,32
84902,3
84909,3
84911,1
84916,38
84931,6
84933,1
84934,38
84937,3
84942,26
84947,2
84948,7
84953,10
84954,11
84959,49
84960,4
84965,1
84968,11
84972,33
84975,13
84980,3
84986,5
84988,16
84991,35
84996,4
84998,6
85003,1
85006,10
85010,3
85012,1
85018,16
85020,2
85026,41
85028,2
85029,7
85037,4
85041,11
85042,4
85045,11
85050,12
85051,3
85053,2
85055,3
85056,33
85058,5
85061,1
85062,5
85065,81
85067,8
85068,7
85072,78
85074,17
85077,5
85084,10
85085,46
85088,1
85090,3
85096,9
85103,3
85106,14
85107,105
85108,19
85109,2
85111,2
85116,1
85118,7
85120,74
85121,2
85126,14
85129,5
85131,14
85134,11
85135,4
85138,1
85139,8
85140,1
85141,2
85144,1
85145,1
85147,2
85149,1
85150,74
85152,14
85154,8
85155,9
85156,2
85159,14
85164,3
85168,8
85170,9
85171,3
85172,46
85180,7
85181,4
85188,72
85190,13
85192,89
85193,15
85200,3
85206,2
85207,4
85208,40
85214,4
85221,6
85223,8
85232,8
85234,3
85235,7
85236,1
85237,4
85241,18
85242,12
85246,1
85250,7
85251,4
85255,4
85256,37
85258,20
85262,2
85274,17
85277,2
85278,11
85282,1
85287,6
85294,9
85297,4
85298,1
85299,3
85302,6
85304,7
85310,2
85314,3
85318,4
85321,25
85323,10
85325,3
85327,10
85328,11
85329,176
85331,11
85334,2
85336,4
85340,2
85341,2
85345,4
85347,16
85350,1
85354,4
85355,1
85364,2
85365,3
85367,2
85369,2
85370,6
85375,4
85385,1
85389,11
85391,6
85401,8
85406,7
85412,5
85415,3
85419,6
85420,5
85421,4
85424,8
85427,13
85439,23
85442,3
85445,5
85446,2
85448,1
85470,6
85476,6
85481,2
85482,22
85483,1
85486,1
85488,4
85489,30
85491,7
85493,2
85494,7
85503,7
85506,12
85512,15
85516,1
85518,1
85530,10
85533,10
85536,14
85541,24
85547,2
85550,2
85559,1
85560,2
85572,8
85575,4
85577,24
85580,1
85592,6
85593,7
85599,3
85601,11
85603,37
85606,2
85620,1
85621,10
85625,224
85626,8
85628,9
85631,23
85636,17
85638,3
85642,3
85644,224
85650,8
85656,2
85660,7
85661,10
85663,12
85668,4
85674,5
85692,10
85703,3
85706,2
85712,3
85720,1
85723,8
85734,11
85743,2
85746,14
85757,4
85758,3
85760,6
85763,3
85771,5
85773,8
85778,10
85782,8
85790,1
85791,5
85798,12
85805,4
85806,12
85813,1
85814,1
85818,4
85823,11
85830,2
85834,1
85835,1
85836,11
85837,3
85839,6
85844,9
85847,10
85854,2
85855,2
85856,20
85857,19
85858,9
85859,4
85864,5
85867,12
85872,3
85874,5
85882,4
85887,5
85894,6
85896,11
85900,14
85901,7
85904,2
85907,2
85910,2
85915,13
85916,6
85925,11
85928,5
85938,2
85945,7
85947,7
85948,4
85954,10
85955,1
85961,1
85963,11
85964,19
85966,2
85968,3
85970,6
85971,11
85980,8
85987,18
85988,13
85996,2
85999,16
86003,9
86004,3
86008,3
86012,2
86015,6
86016,5
86017,19
86025,1
86026,3
86027,8
86028,6
86039,4
86048,17
86049,5
86056,3
86057,1
86058,7
86060,3
86065,6
86076,14
86077,2
86078,6
